이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
꿈에본돼지,한식,경기 수원시 장안구 광교산로138번길 1 꿈에본돼지,경기도 수원시 장안구 연무동 7-7 꿈에본돼지,0507-1330-2995,,"영업 종료
내일 휴무
내일 휴무월
11:30 - 21:00화
정기휴무 (매주 화요일)수
11:30 - 21:00목
11:30 - 21:00금
11:30 - 21:00토
11:30 - 21:00일
11:30 - 21:00- 정기휴무일은 매주 화요일 입니다
접기",https://ldb-phinf.pstatic.net/20220913_163/1663045031522HshQw_JPEG/20220913_124049.jpg,36,,9,37.299668229545226,127.03036183421985,"남/녀 화장실 구분, 예약, 단체 이용 가능, 무선 인터넷",,,17,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1437623960,,2024-01-08 23:39:11 +0900
상전,한식,경기 수원시 장안구 광교산로 138 2층,경기도 수원시 장안구 연무동 7-3 2층,031-251-7942,,"오늘 휴무
매주 월요일 휴무
매주 월요일 휴무월
정기휴무 (매주 월요일)화
12:00 - 23:00수
12:00 - 23:00목
12:00 - 23:00금
12:00 - 23:00토
12:00 - 23:00일
12:00 - 23:00
접기",https://ldb-phinf.pstatic.net/20221124_221/1669284294210HjmIW_JPEG/Screenshot_20221124_185950_Instagram.jpg,78,4.64,37,37.2996936,127.0301857,"단체 이용 가능, 예약, 무선 인터넷, 포장, 남/녀 화장실 구분",,http://instagram.com/sang__jeon,36,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1122275930,"모둠전,막걸리,닭발,전,감자전",2024-01-08 23:39:11 +0900
곰수산회포차,한식,경기 수원시 장안구 연무로20번길 3,경기도 수원시 장안구 연무동 229-24 106호,031-243-8112,,,https://ldb-phinf.pstatic.net/20161202_206/1480653525550J50ue_JPEG/177151535771841_0.jpeg,28,4.39,4,37.294087034173664,127.02874287163691,"포장, 배달, 예약",,,2,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/502900261,"연무동횟집,회,횟집,연무동회",2024-01-08 23:39:12 +0900
불타는삼겹살,한식,경기 수원시 장안구 연무로 38 1층,경기도 수원시 장안구 연무동 230-28 1층,031-248-2202,,"영업 종료
15:00에 영업 시작
15시 0분에 영업 시작월
15:00 - 22:00화
15:00 - 22:00수
15:00 - 22:00목
15:00 - 22:00금
15:00 - 22:00토
15:00 - 22:00일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20220626_238/1656230582487GVb0N_JPEG/20220626_165733.jpg,24,4.45,3,37.294909917081476,127.02725638359384,포장,,,7,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1145755693,"물갈비,생삼겹살,미역국,된장찌개,소막창",2024-01-08 23:39:27 +0900
옛골칼국수,한식,경기 수원시 장안구 연무로7번길 4 대영빌라,경기도 수원시 장안구 연무동 240-5 대영빌라,031-246-2959,,"영업 종료
내일 휴무
내일 휴무월
11:00 - 21:00
15:00 - 16:30 브레이크타임화
정기휴무 (매주 화요일)수
11:00 - 21:00
15:00 - 16:30 브레이크타임목
11:00 - 21:00
15:00 - 16:30 브레이크타임금
11:00 - 21:00
15:00 - 16:30 브레이크타임토
11:00 - 21:00
15:00 - 16:30 브레이크타임일
11:00 - 21:00
15:00 - 16:30 브레이크타임
접기",https://ldb-phinf.pstatic.net/20191110_180/15733698557599bl4g_JPEG/aSn5cpR7G37PPXTj6jcKR1qI.jpeg.jpg,186,4.41,42,37.292857,127.0292345,,,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/33786154,,2024-01-08 23:39:28 +0900
전주콩나물국밥,한식,경기 수원시 장안구 광교산로138번길 1 2층,경기도 수원시 장안구 연무동 7-7 2층,031-242-7844,,"오늘 휴무
매주 월요일 휴무
매주 월요일 휴무월
정기휴무 (매주 월요일)화
07:00 - 21:00수
07:00 - 21:00목
07:00 - 21:00금
07:00 - 21:00토
06:30 - 21:00일
06:30 - 21:00
접기",https://ldb-phinf.pstatic.net/20220204_297/16439520869561uQQe_JPEG/SE-02d1d91b-bc27-4e07-b700-2c88029dcac3.jpg,141,4.47,27,37.2997341,127.0303741,,,,44,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1433538028,,2024-01-08 23:39:30 +0900
화홍문갈비,한식,경기 수원시 장안구 월드컵로 438 화홍문갈비,경기도 수원시 장안구 연무동 250-28,0507-1486-8993,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작월
11:00 - 21:30화
11:00 - 21:30수
11:00 - 21:30목
11:00 - 21:30금
11:00 - 21:30토
11:00 - 21:30일
11:00 - 21:30
접기",https://ldb-phinf.pstatic.net/20201013_264/1602523329324Mcc3W_JPEG/121194073_703662387168432_6866965554241625577_n.jpg,277,4.33,41,37.2943858,127.0247153,"단체 이용 가능, 주차, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 장애인 편의시설",,http://instagram.com/hwahongmun__galbi,80,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1145575879,"생갈비,양념갈비,돼지갈비,한우,함흥냉면",2024-01-08 23:39:30 +0900
국수집,한식,경기 수원시 장안구 창훈로66번길 16-14 신라족발,경기도 수원시 장안구 연무동 24-1 신라족발,031-258-1635,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작월
11:00 - 17:00화
11:00 - 17:00수
11:00 - 17:00목
11:00 - 17:00금
11:00 - 17:00토
11:00 - 17:00일
정기휴무 (매주 일요일)- 육수가 소진되면 문닫아요.
접기",https://ldb-phinf.pstatic.net/20201130_159/16067328225567Xquw_JPEG/Xk18GWmt1hG3QTCKVns9osWp.jpg,49,4.43,74,37.29807287428959,127.02970854297598,,,http://instagram.com/eunjinin3401,17,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/969291944,"열무국수,칼국수,잔치국수,손칼국수",2024-01-08 23:39:31 +0900
금터민물매운탕,한식,경기 수원시 장안구 월드컵로428번길 6,경기도 수원시 장안구 연무동 249-34,031-244-6711,,"영업 종료
09:00에 영업 시작
9시 0분에 영업 시작매일
09:00 - 21:00
접기",https://ldb-phinf.pstatic.net/20190130_35/1548841320344S1toM_JPEG/6k40wwhORo_YvXBfzTUy8DeF.JPG.jpg,233,4.41,57,37.2937946857961,127.02571992320473,"단체 이용 가능, 포장, 주차",,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18008350,"붕어찜,메기매운탕,메기찜,빠가매운탕,참게모듬매운탕",2024-01-08 23:39:34 +0900
옛날돈까스 엄마집,한식,경기 수원시 장안구 연무로13번길 64 1층,경기도 수원시 장안구 연무동 234-9 1층,0507-1322-2052,,"영업 종료
10:20에 영업 시작
10시 20분에 영업 시작월
10:20 - 19:40화
10:20 - 19:40수
10:20 - 19:40목
10:20 - 19:40금
10:20 - 19:40토
10:20 - 19:40일
10:20 - 19:40
접기",https://ldb-phinf.pstatic.net/20230507_259/1683406555818K6LAm_JPEG/1682914708711.jpg,51,,19,37.29476300000001,127.02630810000001,,,,22,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1845750416,,2024-01-08 23:39:37 +0900
나주홍어,한식,경기 수원시 장안구 연무로 49 장안컴퓨터학원,경기도 수원시 장안구 연무동 234-1 장안컴퓨터학원,031-204-1777,,"오늘 휴무
매주 월요일 휴무
매주 월요일 휴무월
정기휴무 (매주 월요일)화
14:00 - 24:00수
14:00 - 24:00목
14:00 - 24:00금
14:00 - 24:00토
14:00 - 24:00일
14:00 - 24:00
접기",https://ldb-phinf.pstatic.net/20150901_115/1441080027640SjYga_JPEG/SUBMIT_1432085737544_21204459.jpg,14,4.63,53,37.2953809,127.0260596,"예약, 단체 이용 가능, 주차, 포장, 남/녀 화장실 구분",,https://suwonraw.modoo.at,5,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/21204459,"수원홍어,수원나주홍어,홍어삼합,홍어풀코스,홍어회",2024-01-08 23:39:40 +0900
제일숯불갈비,한식,경기 수원시 장안구 연무로 19 서광학원,경기도 수원시 장안구 연무동 238-16 서광학원,031-248-3392,,"영업 종료
10:00에 영업 시작
10시 0분에 영업 시작월
10:00 - 22:00화
10:00 - 22:00수
10:00 - 22:00목
10:00 - 22:00금
10:00 - 22:00토
10:00 - 22:00일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20191110_270/1573369812762zCrAN_JPEG/YYG1h991R67pTWJJTf17wfUN.jpeg.jpg,55,4.21,12,37.2938102,127.0288731,,,,4,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18009569,,2024-01-08 23:39:40 +0900
정담순대국 본점,한식,경기 수원시 장안구 창훈로60번길 24 1층,경기도 수원시 장안구 연무동 59-1 1층,031-255-9277,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작월
10:30 - 21:00화
10:30 - 21:00수
10:30 - 21:00목
10:30 - 21:00금
10:30 - 21:00토
정기휴무 (매주 토요일)일
10:30 - 21:00
접기",https://ldb-phinf.pstatic.net/20200601_247/15909907699347uHyz_JPEG/4iAqoi745nj7uGIwIywmcLgm.jpg,90,4.5,52,37.29831004141604,127.03007365431249,,,,14,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1566903458,,2024-01-08 23:39:42 +0900
백년황소곱창,한식,경기 수원시 장안구 연무로 49 장안컴퓨터학원,경기도 수원시 장안구 연무동 234-1 장안컴퓨터학원,0507-1432-9282,,"영업 종료
16:00에 영업 시작
16시 0분에 영업 시작월
16:00 - 22:00
21:15 라스트오더화
16:00 - 22:00
21:15 라스트오더수
16:00 - 22:00
21:15 라스트오더목
16:00 - 22:00
21:15 라스트오더금
16:00 - 22:00
21:15 라스트오더토
16:00 - 23:00
22:15 라스트오더일
16:00 - 23:00
22:15 라스트오더
접기",https://ldb-phinf.pstatic.net/20160809_3/1470728179036HucG5_JPEG/176759566638431_0.jpeg,51,4.32,26,37.2954375,127.0259453,,,,9,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/38427629,"한우곱창구이,양념곱창구이,삼겹살,막창구이,대창구이",2024-01-08 23:39:44 +0900
행복한밥상,한식,경기 수원시 장안구 창훈로60번길 50 2층,경기도 수원시 장안구 연무동 8-10 2층,031-251-7333,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:00
20:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20190123_135/1548231087656OauLL_JPEG/YFJ2DieNcVOti14Mah9ziUYP.jpeg.jpg,,4.58,19,37.29953351416779,127.02979403527999,"단체 이용 가능, 주차, 포장",,,,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1376699771,"생선구이,병어회,홍어회보쌈,간장게장,가오리회무침",2024-01-08 23:39:47 +0900
토끼마을,한식,경기 수원시 장안구 광교산로 154-19 경기실내스포츠,경기도 수원시 장안구 연무동 4-24 경기실내스포츠,031-245-0001,,,,74,4.28,26,37.3013665,127.0320666,,,,19,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/18013814,,2024-01-08 23:39:54 +0900
명품황소곱창,한식,경기 수원시 장안구 창훈로 63-1,경기도 수원시 장안구 연무동 213-1,031-243-0102,,"영업 중
02:00에 영업 종료
2시 0분에 영업 종료매일
12:00 - 02:00
접기",https://ldb-phinf.pstatic.net/20230725_5/1690274117574RhFET_JPEG/20230725_172942.jpg,45,,15,37.29746282136535,127.02874900610936,배달,,,12,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1979172627,,2024-01-08 23:39:58 +0900
본죽 수원연무점,한식,경기 수원시 장안구 연무로 48-2,경기도 수원시 장안구 연무동 233-10,031-258-8959,,"영업 종료
09:30에 영업 시작
9시 30분에 영업 시작월
09:30 - 20:30
20:00 라스트오더화
09:30 - 20:30
20:00 라스트오더수
09:30 - 20:30
20:00 라스트오더목
09:30 - 20:30
20:00 라스트오더금
09:30 - 20:30
20:00 라스트오더토
09:30 - 20:30
20:00 라스트오더일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20240105_55/1704432211825ur9SG_JPEG/2401_%C7%F6%B9%CC%C1%D7_%B3%D7%C0%CC%B9%F6%BD%BA%B8%B6%C6%AE%C7%C3%B7%B9%C0%CC%BD%BA.jpg,110,4.48,1,37.2953547,127.026502,예약,,https://www.bonif.co.kr/menu/list?brdCd=BF101,16,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/11676523,"죽,전복죽,팥죽,맞춤죽,낙지김치죽",2024-01-08 23:40:01 +0900
삼부자순대국감자탕,한식,경기 수원시 장안구 창룡대로 195,경기도 수원시 장안구 연무동 245-31,031-243-8088,,"영업 종료
10:30에 영업 시작
10시 30분에 영업 시작월
10:30 - 21:00화
10:30 - 21:00수
10:30 - 21:00목
10:30 - 21:00금
10:30 - 21:00토
10:30 - 21:00일
정기휴무 (매주 일요일)
접기",https://ldb-phinf.pstatic.net/20200613_288/1592027196143nIviV_JPEG/r7sl5p0KAzjZCJWRAtkBDqnN.jpg,113,4.71,20,37.2927056438422,127.03139448979,,,,16,https://map.naver.com/p/search/%08%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%9E%A5%EC%95%88%EA%B5%AC%20%EC%97%B0%EB%AC%B4%EB%8F%99%20%ED%95%9C%EC%8B%9D/place/1186568245,,2024-01-08 23:40:03 +0900
