이름,카테고리,도로명주소,지번주소,일반전화,안심번호,영업시간,썸네일이미지URL,방문자 리뷰수,방문자 평점,블로그 리뷰수,위도,경도,매장정보,부가설명,홈페이지URL,사진리뷰수,상세페이지URL,해시태그,created_at
오마카세 오사이초밥 광교점,"초밥,롤",경기 수원시 영통구 센트럴타운로 107 월드스퀘어 상가동 1층 76호,경기도 수원시 영통구 이의동 1331 월드스퀘어 상가동 1층 76호,0507-1372-3237,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:30
14:30 - 17:30 브레이크타임수
11:00 - 21:30
14:30 - 17:30 브레이크타임목
11:00 - 21:30
14:30 - 17:30 브레이크타임금
11:00 - 21:30
14:30 - 17:30 브레이크타임토
11:00 - 21:30
14:30 - 16:30 브레이크타임일
11:00 - 21:30
14:30 - 16:30 브레이크타임월
11:00 - 21:30
14:30 - 17:30 브레이크타임
접기",https://ldb-phinf.pstatic.net/20230129_156/16749475969530qd0X_JPEG/1674947565427-3.jpg,440,,6780,37.292027,127.0483378,"예약, 남/녀 화장실 구분, 무선 인터넷, 단체 이용 가능, 유아의자, 주차",,https://www.instagram.com/542sushi_gwanggyo?igshid=YmMyMTA2M2Y=,245,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1162833762,"오마카세,스시,초밥,일식,사케",2024-01-09 22:43:35 +0900
유루유루스시,일식당,경기 수원시 영통구 센트럴파크로127번길 68 101호,경기도 수원시 영통구 이의동 1306-3 101호,0507-1333-1536,,"영업 종료
12:00에 영업 시작
12시 0분에 영업 시작화
12:00 - 22:00수
12:00 - 22:00목
12:00 - 22:00금
12:00 - 22:00토
12:00 - 21:30일
12:00 - 21:30월
12:00 - 22:00- 런치1부 12:00 런치2부 1:30 디너1부 평일 18:00 / 주말 17:30 디너2부 평일 20:00 / 주말 19:30
접기",https://ldb-phinf.pstatic.net/20190802_169/1564674915293MIWIG_JPEG/Q8a6hszgJq9sW1jF_YFDf6JX.jpg,219,4.63,530,37.29455,127.052674,,,https://app.catchtable.co.kr/ct/shop/youruyouru,137,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1137886608,,2024-01-09 22:43:36 +0900
타코랜드타코야끼 경기대점,일식당,경기 수원시 장안구 창훈로 63,경기도 수원시 장안구 연무동 213-2,031-895-5523,,"영업 중
23:50에 영업 종료
23시 50분에 영업 종료화
16:00 - 23:50수
16:00 - 23:50목
16:00 - 23:50금
16:00 - 23:50토
정기휴무 (매주 토요일)일
정기휴무 (매주 일요일)월
16:00 - 23:50- 일요일은 휴무일 입니다
접기",https://ldb-phinf.pstatic.net/20171214_154/1513253719967RqtnJ_JPEG/b5rBghvaWRzicM60oWiS1ZjU.jpg,90,4.71,16,37.297417986871395,127.02889576569406,"예약, 포장, 무선 인터넷",,,31,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1229713646,"타코야끼,연무동타코야끼,타코랜드,생맥주,타코야키",2024-01-09 22:43:39 +0900
카이센키친,일식당,경기 수원시 영통구 센트럴파크로127번길 114 지1층상가,경기도 수원시 영통구 이의동 1321-9 지1층상가,0507-1380-4664,,"영업 종료
11:30에 영업 시작
11시 30분에 영업 시작화
17:00 - 22:30수
11:30 - 22:30
15:00 - 17:00 브레이크타임목
11:30 - 22:30
15:00 - 17:00 브레이크타임금
11:30 - 22:30
15:00 - 17:00 브레이크타임토
11:30 - 22:30
15:00 - 17:00 브레이크타임일
11:30 - 15:00월
정기휴무 (매주 월요일)- 10시에 손님이 없으면 퇴근합니다 !
접기",https://ldb-phinf.pstatic.net/20210403_259/1617426959327xg69Y_JPEG/YSsX6zy05JfrrxRt1NIO2Nwe.jpg,173,4.66,235,37.2936218,127.053576,"예약, 포장, 남/녀 화장실 구분, 무선 인터넷, 배달",,,109,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1240591239,"수원,광교,카이센동,후토마끼,내추럴와인",2024-01-09 22:43:42 +0900
키타야 수원광교점,일식당,"경기 수원시 영통구 센트럴타운로 107 204동 지1층 비22, 23호","경기도 수원시 영통구 이의동 1331 204동 지1층 비22, 23호",031-548-2342,,"영업 중
00:00에 라스트오더
0시 0분에 라스트오더화
17:00 - 01:00
00:00 라스트오더수
17:00 - 01:00
00:00 라스트오더목
17:00 - 01:00
00:00 라스트오더금
17:00 - 01:00
00:00 라스트오더토
17:00 - 01:00
00:00 라스트오더일
17:00 - 01:00
00:00 라스트오더월
17:00 - 01:00
00:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20231001_168/1696170156836ujsHz_JPEG/1E98D991-181A-41B9-B542-551250380D25.jpeg,30,,40,37.2926074,127.0482433,"무선 인터넷, 예약, 남/녀 화장실 구분, 단체 이용 가능, 주차",,https://www.instagram.com/robata.kitaya,12,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1369234214,"로바다야끼,이자카야,야키토리,맥주,일식",2024-01-09 22:43:45 +0900
도꼬돈부리 광교아브뉴프랑점,돈가스,경기 수원시 영통구 센트럴타운로 85 광교아브뉴프랑 아띠존 1층 cb28호,경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 아띠존 1층 cb28호,0507-1342-4525,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작매일
11:00 - 21:00
14:30 - 16:00 브레이크타임
20:30 라스트오더
접기",https://ldb-phinf.pstatic.net/20201025_127/1603585398204CILor_JPEG/2GgMkcn5-aTFQeDABdzsOziO.jpg,300,4.38,204,37.29140369999998,127.0508137,"주차, 포장, 무선 인터넷, 남/녀 화장실 구분",,https://dokkodonbuli.modoo.at,120,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1160621852,"광교아브뉴프랑,카츠에비동,치즈돈카츠,돈부리,돈까스",2024-01-09 22:43:51 +0900
동경당,일식당,경기 수원시 영통구 대학1로54번길 11 1층 동경당,경기도 수원시 영통구 이의동 1262-14 1층 동경당,031-211-6223,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:00
20:30 라스트오더수
11:00 - 21:00
20:30 라스트오더목
11:00 - 21:00
20:30 라스트오더금
11:00 - 21:00
20:30 라스트오더토
11:00 - 21:00
20:30 라스트오더일
정기휴무 (매주 일요일)월
11:00 - 21:00
20:30 라스트오더- 매주 일요일 휴무
접기",,312,4.31,203,37.299186,127.0454074,"단체 이용 가능, 포장, 무선 인터넷",,,94,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1983411199,"일식,돈가스,모밀,우동,카레",2024-01-09 22:43:51 +0900
브라운돈까스 광교 대학로점,돈가스,경기 수원시 영통구 대학3로4번길 15 테라스힐오피스텔상가 A동(1동)115호 브라운돈까스,경기도 수원시 영통구 이의동 1256-1 테라스힐오피스텔상가 A동(1동)115호 브라운돈까스,031-8002-1255,,"영업 종료
11:40에 영업 시작
11시 40분에 영업 시작화
11:40 - 19:30
15:00 - 16:00 브레이크타임수
11:40 - 19:30
15:00 - 16:00 브레이크타임목
11:40 - 19:30
15:00 - 16:00 브레이크타임금
11:40 - 19:30
15:00 - 16:00 브레이크타임토
정기휴무 (매주 토요일)일
정기휴무 (매주 일요일)월
11:40 - 19:30
15:00 - 16:00 브레이크타임- 재료소진시 CLOSE시간 조정됩니다.양해 부탁드립니다.
접기",https://ldb-phinf.pstatic.net/20190226_164/1551145274587vzCXV_JPEG/fGwDkWHzfg12NWrEAkJoJYVk.jpg,33,4.54,12,37.30025486985193,127.04317858858764,"주차, 포장, 배달, 무선 인터넷, 예약, 남/녀 화장실 구분",,https://browntonkatsu.com/,12,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1242141402,"돈까스,돈가스,돈까스창업,돈가스창업,창업돈까스",2024-01-09 22:44:03 +0900
주목,이자카야,경기 수원시 장안구 수원천로392번길 11-6 1층 101호,경기도 수원시 장안구 연무동 187-60 1층 101호,0507-1373-7640,,"영업 중
23:30에 라스트오더
23시 30분에 라스트오더화
16:00 - 24:00
23:30 라스트오더수
16:00 - 24:00
23:30 라스트오더목
16:00 - 24:00
23:30 라스트오더금
16:00 - 02:00
01:30 라스트오더토
16:00 - 02:00
01:30 라스트오더일
16:00 - 24:00
23:30 라스트오더월
16:00 - 24:00
23:30 라스트오더매달 1번째 화요일 정기 휴무
접기",https://ldb-phinf.pstatic.net/20231215_63/17026130128347U6rG_JPEG/IMG_6451.jpeg,38,,11,37.288651,127.0189795,"단체 이용 가능, 주차",,,36,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1767899122,"행궁동술집,행궁동이자카야,연무동술집,방화수류정,술집",2024-01-09 22:44:03 +0900
모로미쿠시 광교카페거리점,이자카야,경기 수원시 영통구 센트럴파크로127번길 48,경기도 수원시 영통구 이의동 1306-10,031-215-4222,,"영업 중
00:00에 라스트오더
0시 0분에 라스트오더매일
17:30 - 01:00
00:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20150911_230/1441952909824ILAjf_JPEG/166858614233148_0.jpeg,103,,188,37.2947455,127.0537716,"예약, 단체 이용 가능, 포장, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 주차",,,45,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/37093123,"이자카야,모듬사시미,야키토리,사케,꼬치",2024-01-09 22:44:03 +0900
못토 철판요리,일식당,경기 수원시 영통구 센트럴파크로127번길 97-1,경기도 수원시 영통구 이의동 1308-2,0507-1399-7889,,"영업 종료
11:30에 영업 시작
11시 30분에 영업 시작매일
11:30 - 21:00
15:00 - 17:00 브레이크타임
접기",https://ldb-phinf.pstatic.net/20231120_152/1700456376634r4zyk_JPEG/1.jpg,345,4.77,211,37.2941252,127.0524703,"단체 이용 가능, 예약, 주차, 남/녀 화장실 구분, 무선 인터넷",,http://www.instagram.com/motoo_0601,195,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1905292291,"수원철판요리,수원코스요리,광교철판요리,광교코스요리,광교레스토랑",2024-01-09 22:44:04 +0900
카츠바라,돈가스,경기 수원시 영통구 센트럴타운로 107 광교푸르지오월드스퀘어 B-77호,경기도 수원시 영통구 이의동 1331 광교푸르지오월드스퀘어 B-77호,031-212-0901,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더수
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더목
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더금
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더토
11:00 - 16:00
15:00 라스트오더일
정기휴무 (매주 일요일)월
11:00 - 21:00
15:00 - 17:00 브레이크타임
20:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20230228_289/1677580784047N1e5e_JPEG/EC5F8C6B-ABB9-47F0-836D-47C2C7BF777B.jpeg,157,,101,37.2917889,127.0482541,"주차, 포장, 무선 인터넷, 배달",,,119,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1922126298,"이의동돈까스,광교중앙역돈까스,광교돈까스",2024-01-09 22:44:05 +0900
주점 하루카,이자카야,경기 수원시 영통구 대학1로64번길 37 101호 주점 하루카,경기도 수원시 영통구 이의동 1265 101호 주점 하루카,010-9136-1854,,"영업 중
01:00에 영업 종료
1시 0분에 영업 종료화
17:00 - 01:00수
17:00 - 01:00목
17:00 - 01:00금
17:00 - 01:00토
17:00 - 01:00일
17:00 - 24:00월
17:00 - 01:00
접기",https://ldb-phinf.pstatic.net/20200803_71/15964624644900wQ1y_PNG/Kf3qSuhcQXDy-LDdyHw0ZUXV.png,38,4.65,35,37.2984894,127.0446937,"무선 인터넷, 예약",,,24,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1166916734,"경기대,경기대학교,경기대후문,이자카야,광교역",2024-01-09 22:44:05 +0900
철길부산집 수원광교점,이자카야,경기 수원시 영통구 센트럴타운로 111 110호,경기도 수원시 영통구 이의동 1330 110호,0507-1351-4358,,"영업 중
01:00에 라스트오더
1시 0분에 라스트오더화
17:00 - 02:00
01:00 라스트오더수
17:00 - 02:00
01:00 라스트오더목
17:00 - 02:00
01:00 라스트오더금
17:00 - 02:00
01:00 라스트오더토
17:00 - 02:00
01:00 라스트오더일
17:00 - 01:00
00:00 라스트오더월
17:00 - 02:00
01:00 라스트오더
접기",https://ldb-phinf.pstatic.net/20230621_265/1687327635735DRfWz_PNG/20230323_171229.png,77,,92,37.29252931799518,127.04937679291378,"주차, 예약, 남/녀 화장실 구분",,,49,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1374148652,"술집,이자카야,오뎅바,모임,데이트",2024-01-09 22:44:13 +0900
시장회초밥,일식당,경기 수원시 장안구 월드컵로 433-1 1층,경기도 수원시 장안구 연무동 251-15 1층,010-3201-0116,,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작화
11:00 - 22:00수
11:00 - 22:00목
11:00 - 22:00금
11:00 - 22:00토
17:00 - 22:00일
정기휴무 (매주 일요일)월
11:00 - 22:00- 미리 예약시 휴무일 정정 가능 하십니다
접기",https://ldb-phinf.pstatic.net/20230217_231/1676616610930W9RNW_JPEG/20220404_184252_%281%29.jpg,47,4.55,34,37.29379037251583,127.02495187297183,"무선 인터넷, 예약, 남/녀 화장실 구분",,,22,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1670752177,"수원참치,수원참치회,수원참다랑어,광교참치,광교산",2024-01-09 22:44:14 +0900
회뜨는 킹,일식당,경기 수원시 영통구 대학1로54번길 25 101호,경기도 수원시 영통구 이의동 1262-9,0507-1388-5561,,,https://ldb-phinf.pstatic.net/20210225_249/16142516453364vGKM_JPEG/XQhDR79fU8gNiv2FkKQokCLd.jpg,15,,19,37.29861880000001,127.0448802999995,"포장, 예약, 남/녀 화장실 구분, 무선 인터넷, 단체 이용 가능, 주차",,,6,https://map.naver.com/p/search/%EA%B2%BD%EA%B8%B0%EB%8C%80%20%EC%88%98%EC%9B%90%EC%BA%A0%ED%8D%BC%EC%8A%A4%20%EC%9D%BC%EC%8B%9D/place/1461737065,,2024-01-09 22:44:19 +0900
